"epoch","nudge 0.1 sigma  - _step","nudge 0.1 sigma  - _step__MIN","nudge 0.1 sigma  - _step__MAX","nudge 0.1 sigma  - class_nc_separation_0","nudge 0.1 sigma  - class_nc_separation_0__MIN","nudge 0.1 sigma  - class_nc_separation_0__MAX","nudge 0.1 sigma  - class value (0)","nudge 0.1 sigma  - class value (0)__MIN","nudge 0.1 sigma  - class value (0)__MAX","nudge 0.1 sigma  - class value (1)","nudge 0.1 sigma  - class value (1)__MIN","nudge 0.1 sigma  - class value (1)__MAX","nudge 0.1 sigma  - class value (2)","nudge 0.1 sigma  - class value (2)__MIN","nudge 0.1 sigma  - class value (2)__MAX","nudge 0.1 sigma  - class value (3)","nudge 0.1 sigma  - class value (3)__MIN","nudge 0.1 sigma  - class value (3)__MAX","nudge 0.1 sigma  - class value (4)","nudge 0.1 sigma  - class value (4)__MIN","nudge 0.1 sigma  - class value (4)__MAX","nudge 0.1 sigma  - class value (5)","nudge 0.1 sigma  - class value (5)__MIN","nudge 0.1 sigma  - class value (5)__MAX","nudge 0.1 sigma  - class value (6)","nudge 0.1 sigma  - class value (6)__MIN","nudge 0.1 sigma  - class value (6)__MAX","nudge 0.1 sigma  - class value (7)","nudge 0.1 sigma  - class value (7)__MIN","nudge 0.1 sigma  - class value (7)__MAX","nudge 0.1 sigma  - class value (8)","nudge 0.1 sigma  - class value (8)__MIN","nudge 0.1 sigma  - class value (8)__MAX","nudge 0.1 sigma  - class value (9)","nudge 0.1 sigma  - class value (9)__MIN","nudge 0.1 sigma  - class value (9)__MAX","nudge 0.1 sigma  - sigma_sum(0)","nudge 0.1 sigma  - sigma_sum(0)__MIN","nudge 0.1 sigma  - sigma_sum(0)__MAX","nudge 0.1 sigma  - sigma_sum(1)","nudge 0.1 sigma  - sigma_sum(1)__MIN","nudge 0.1 sigma  - sigma_sum(1)__MAX","nudge 0.1 sigma  - sigma_sum(2)","nudge 0.1 sigma  - sigma_sum(2)__MIN","nudge 0.1 sigma  - sigma_sum(2)__MAX","nudge 0.1 sigma  - sigma_sum(3)","nudge 0.1 sigma  - sigma_sum(3)__MIN","nudge 0.1 sigma  - sigma_sum(3)__MAX","nudge 0.1 sigma  - sigma_sum(4)","nudge 0.1 sigma  - sigma_sum(4)__MIN","nudge 0.1 sigma  - sigma_sum(4)__MAX","nudge 0.1 sigma  - sigma_sum(5)","nudge 0.1 sigma  - sigma_sum(5)__MIN","nudge 0.1 sigma  - sigma_sum(5)__MAX","nudge 0.1 sigma  - sigma_sum(6)","nudge 0.1 sigma  - sigma_sum(6)__MIN","nudge 0.1 sigma  - sigma_sum(6)__MAX","nudge 0.1 sigma  - sigma_sum(7)","nudge 0.1 sigma  - sigma_sum(7)__MIN","nudge 0.1 sigma  - sigma_sum(7)__MAX","nudge 0.1 sigma  - sigma_sum(8)","nudge 0.1 sigma  - sigma_sum(8)__MIN","nudge 0.1 sigma  - sigma_sum(8)__MAX","nudge 0.1 sigma  - sigma_sum(9)","nudge 0.1 sigma  - sigma_sum(9)__MIN","nudge 0.1 sigma  - sigma_sum(9)__MAX","nudge 0.1 sigma  - non-class value (0)","nudge 0.1 sigma  - non-class value (0)__MIN","nudge 0.1 sigma  - non-class value (0)__MAX","nudge 0.1 sigma  - non-class value (1)","nudge 0.1 sigma  - non-class value (1)__MIN","nudge 0.1 sigma  - non-class value (1)__MAX","nudge 0.1 sigma  - non-class value (2)","nudge 0.1 sigma  - non-class value (2)__MIN","nudge 0.1 sigma  - non-class value (2)__MAX","nudge 0.1 sigma  - non-class value (3)","nudge 0.1 sigma  - non-class value (3)__MIN","nudge 0.1 sigma  - non-class value (3)__MAX","nudge 0.1 sigma  - non-class value (4)","nudge 0.1 sigma  - non-class value (4)__MIN","nudge 0.1 sigma  - non-class value (4)__MAX","nudge 0.1 sigma  - non-class value (5)","nudge 0.1 sigma  - non-class value (5)__MIN","nudge 0.1 sigma  - non-class value (5)__MAX","nudge 0.1 sigma  - non-class value (6)","nudge 0.1 sigma  - non-class value (6)__MIN","nudge 0.1 sigma  - non-class value (6)__MAX","nudge 0.1 sigma  - non-class value (7)","nudge 0.1 sigma  - non-class value (7)__MIN","nudge 0.1 sigma  - non-class value (7)__MAX","nudge 0.1 sigma  - non-class value (8)","nudge 0.1 sigma  - non-class value (8)__MIN","nudge 0.1 sigma  - non-class value (8)__MAX","nudge 0.1 sigma  - non-class value (9)","nudge 0.1 sigma  - non-class value (9)__MIN","nudge 0.1 sigma  - non-class value (9)__MAX"
"9.999","9054.483870967742","8740","9709","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3108206025805901","0.3108206025805901","0.3108206025805901","0.08016349720342676","0.08016349720342676","0.08016349720342676","0.09244872163427938","0.09244872163427938","0.09244872163427938","0.34397106506788083","0.34397106506788083","0.34397106506788083","0.0856569296108233","0.0856569296108233","0.0856569296108233","0.0945060029081487","0.0945060029081487","0.0945060029081487","0.09233013629652415","0.09233013629652415","0.09233013629652415","0.08417573454168298","0.08417573454168298","0.08417573454168298","0.09440657358369223","0.09440657358369223","0.09440657358369223","0.317341634812681","0.317341634812681","0.317341634812681","0.2882766681159944","0.2882766681159944","0.2882766681159944","0.047300276406139194","0.047300276406139194","0.047300276406139194","0.01929959209590627","0.01929959209590627","0.01929959209590627","0.37475700427397035","0.37475700427397035","0.37475700427397035","0.03861650996579358","0.03861650996579358","0.03861650996579358","0.04666060769564668","0.04666060769564668","0.04666060769564668","0.0456331470827483","0.0456331470827483","0.0456331470827483","0.03721317237496312","0.03721317237496312","0.03721317237496312","0.04158902501034642","0.04158902501034642","0.04158902501034642","0","0","0","0","0","0","0.2022040558317925","0.2022040558317925","0.2022040558317925","0.2226388264998705","0.2226388264998705","0.2226388264998705","0","0","0","0.22414027844546713","0.22414027844546713","0.22414027844546713","0.22306011027945927","0.22306011027945927","0.22306011027945927","0.22222896348524063","0.22222896348524063","0.22222896348524063","0.22472185600980327","0.22472185600980327","0.22472185600980327","0.22218119530417685","0.22218119530417685","0.22218119530417685"
"10.999","10024.483870967742","9710","10679","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3108206025805901","0.3108206025805901","0.3108206025805901","0.08016349720342676","0.08016349720342676","0.08016349720342676","0.09244872163427938","0.09244872163427938","0.09244872163427938","0.37475700427397035","0.37475700427397035","0.37475700427397035","0.0856569296108233","0.0856569296108233","0.0856569296108233","0.0945060029081487","0.0945060029081487","0.0945060029081487","0.09233013629652415","0.09233013629652415","0.09233013629652415","0.08417573454168298","0.08417573454168298","0.08417573454168298","0.09440657358369223","0.09440657358369223","0.09440657358369223","0.318539587470027","0.318539587470027","0.318539587470027","0.2848467626657121","0.2848467626657121","0.2848467626657121","0.045856805939962525","0.045856805939962525","0.045856805939962525","0.018701245035924914","0.018701245035924914","0.018701245035924914","0.37084797297011646","0.37084797297011646","0.37084797297011646","0.03878172723615941","0.03878172723615941","0.03878172723615941","0.048455705986987785","0.048455705986987785","0.048455705986987785","0.045432890393687864","0.045432890393687864","0.045432890393687864","0.0377521203448513","0.0377521203448513","0.0377521203448513","0.044238004066727364","0.044238004066727364","0.044238004066727364","0","0","0","0","0","0","0.2022040558317925","0.2022040558317925","0.2022040558317925","0.2226388264998705","0.2226388264998705","0.2226388264998705","0","0","0","0.22414027844546713","0.22414027844546713","0.22414027844546713","0.22306011027945927","0.22306011027945927","0.22306011027945927","0.22222896348524063","0.22222896348524063","0.22222896348524063","0.22472185600980327","0.22472185600980327","0.22472185600980327","0.22218119530417685","0.22218119530417685","0.22218119530417685"
"11.999","10994.483870967742","10680","11649","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3108206025805901","0.3108206025805901","0.3108206025805901","0.08016349720342676","0.08016349720342676","0.08016349720342676","0.09244872163427938","0.09244872163427938","0.09244872163427938","0.37475700427397035","0.37475700427397035","0.37475700427397035","0.0856569296108233","0.0856569296108233","0.0856569296108233","0.0945060029081487","0.0945060029081487","0.0945060029081487","0.09233013629652415","0.09233013629652415","0.09233013629652415","0.08417573454168298","0.08417573454168298","0.08417573454168298","0.09440657358369223","0.09440657358369223","0.09440657358369223","0.29825177431469757","0.29825177431469757","0.29825177431469757","0.27047758381644027","0.27047758381644027","0.27047758381644027","0.04624366812048292","0.04624366812048292","0.04624366812048292","0.01878639655093367","0.01878639655093367","0.01878639655093367","0.35903093447257406","0.35903093447257406","0.35903093447257406","0.038231290355113516","0.038231290355113516","0.038231290355113516","0.04554424118707658","0.04554424118707658","0.04554424118707658","0.043786987757906744","0.043786987757906744","0.043786987757906744","0.040596237278765164","0.040596237278765164","0.040596237278765164","0.0435613603528647","0.0435613603528647","0.0435613603528647","0","0","0","0","0","0","0.2022040558317925","0.2022040558317925","0.2022040558317925","0.2226388264998705","0.2226388264998705","0.2226388264998705","0","0","0","0.22414027844546713","0.22414027844546713","0.22414027844546713","0.22306011027945927","0.22306011027945927","0.22306011027945927","0.22222896348524063","0.22222896348524063","0.22222896348524063","0.22472185600980327","0.22472185600980327","0.22472185600980327","0.22218119530417685","0.22218119530417685","0.22218119530417685"
"12.999","11964.483870967742","11650","12619","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3108206025805901","0.3108206025805901","0.3108206025805901","0.08016349720342676","0.08016349720342676","0.08016349720342676","0.09244872163427938","0.09244872163427938","0.09244872163427938","0.37475700427397035","0.37475700427397035","0.37475700427397035","0.0856569296108233","0.0856569296108233","0.0856569296108233","0.0945060029081487","0.0945060029081487","0.0945060029081487","0.09233013629652415","0.09233013629652415","0.09233013629652415","0.08417573454168298","0.08417573454168298","0.08417573454168298","0.09440657358369223","0.09440657358369223","0.09440657358369223","0.2959589332227745","0.2959589332227745","0.2959589332227745","0.27311192956201596","0.27311192956201596","0.27311192956201596","0.04728123316183037","0.04728123316183037","0.04728123316183037","0.01717393070553399","0.01717393070553399","0.01717393070553399","0.3484527377529211","0.3484527377529211","0.3484527377529211","0.03956277642450408","0.03956277642450408","0.03956277642450408","0.04615076332130694","0.04615076332130694","0.04615076332130694","0.04482046194119441","0.04482046194119441","0.04482046194119441","0.03904502709008012","0.03904502709008012","0.03904502709008012","0.044609297474438446","0.044609297474438446","0.044609297474438446","0","0","0","0","0","0","0.2022040558317925","0.2022040558317925","0.2022040558317925","0.2226388264998705","0.2226388264998705","0.2226388264998705","0","0","0","0.22414027844546713","0.22414027844546713","0.22414027844546713","0.22306011027945927","0.22306011027945927","0.22306011027945927","0.22222896348524063","0.22222896348524063","0.22222896348524063","0.22472185600980327","0.22472185600980327","0.22472185600980327","0.22218119530417685","0.22218119530417685","0.22218119530417685"
"13.999","12934.483870967742","12620","13589","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3108206025805901","0.3108206025805901","0.3108206025805901","0.08016349720342676","0.08016349720342676","0.08016349720342676","0.09244872163427938","0.09244872163427938","0.09244872163427938","0.37475700427397035","0.37475700427397035","0.37475700427397035","0.0856569296108233","0.0856569296108233","0.0856569296108233","0.0945060029081487","0.0945060029081487","0.0945060029081487","0.09233013629652415","0.09233013629652415","0.09233013629652415","0.08417573454168298","0.08417573454168298","0.08417573454168298","0.09440657358369223","0.09440657358369223","0.09440657358369223","0.2917889997003619","0.2917889997003619","0.2917889997003619","0.2611085873297947","0.2611085873297947","0.2611085873297947","0.04590690165593375","0.04590690165593375","0.04590690165593375","0.01721957721594089","0.01721957721594089","0.01721957721594089","0.34465698812119666","0.34465698812119666","0.34465698812119666","0.03840846091775077","0.03840846091775077","0.03840846091775077","0.04593474976124208","0.04593474976124208","0.04593474976124208","0.044289723873925296","0.044289723873925296","0.044289723873925296","0.04083975362810152","0.04083975362810152","0.04083975362810152","0.04525680127601103","0.04525680127601103","0.04525680127601103","0","0","0","0","0","0","0.2022040558317925","0.2022040558317925","0.2022040558317925","0.2226388264998705","0.2226388264998705","0.2226388264998705","0","0","0","0.22414027844546713","0.22414027844546713","0.22414027844546713","0.22306011027945927","0.22306011027945927","0.22306011027945927","0.22222896348524063","0.22222896348524063","0.22222896348524063","0.22472185600980327","0.22472185600980327","0.22472185600980327","0.22218119530417685","0.22218119530417685","0.22218119530417685"
"14.999","13904.483870967742","13590","14559","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3108206025805901","0.3108206025805901","0.3108206025805901","0.08016349720342676","0.08016349720342676","0.08016349720342676","0.09244872163427938","0.09244872163427938","0.09244872163427938","0.37475700427397035","0.37475700427397035","0.37475700427397035","0.0856569296108233","0.0856569296108233","0.0856569296108233","0.0945060029081487","0.0945060029081487","0.0945060029081487","0.09233013629652415","0.09233013629652415","0.09233013629652415","0.08417573454168298","0.08417573454168298","0.08417573454168298","0.09440657358369223","0.09440657358369223","0.09440657358369223","0.27897159956620765","0.27897159956620765","0.27897159956620765","0.25591522640123604","0.25591522640123604","0.25591522640123604","0.04568346546752866","0.04568346546752866","0.04568346546752866","0.017789604208365086","0.017789604208365086","0.017789604208365086","0.33666157204391856","0.33666157204391856","0.33666157204391856","0.0389515294632012","0.0389515294632012","0.0389515294632012","0.04746255968158361","0.04746255968158361","0.04746255968158361","0.041750204799289446","0.041750204799289446","0.041750204799289446","0.04092303891059354","0.04092303891059354","0.04092303891059354","0.04376756881657","0.04376756881657","0.04376756881657","0","0","0","0","0","0","0.2022040558317925","0.2022040558317925","0.2022040558317925","0.2226388264998705","0.2226388264998705","0.2226388264998705","0","0","0","0.22414027844546713","0.22414027844546713","0.22414027844546713","0.22306011027945927","0.22306011027945927","0.22306011027945927","0.22222896348524063","0.22222896348524063","0.22222896348524063","0.22472185600980327","0.22472185600980327","0.22472185600980327","0.22218119530417685","0.22218119530417685","0.22218119530417685"
"15.999","14874.483870967742","14560","15529","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3108206025805901","0.3108206025805901","0.3108206025805901","0.08016349720342676","0.08016349720342676","0.08016349720342676","0.09244872163427938","0.09244872163427938","0.09244872163427938","0.37475700427397035","0.37475700427397035","0.37475700427397035","0.0856569296108233","0.0856569296108233","0.0856569296108233","0.0945060029081487","0.0945060029081487","0.0945060029081487","0.09233013629652415","0.09233013629652415","0.09233013629652415","0.08417573454168298","0.08417573454168298","0.08417573454168298","0.09440657358369223","0.09440657358369223","0.09440657358369223","0.2766529011801824","0.2766529011801824","0.2766529011801824","0.24895499033819488","0.24895499033819488","0.24895499033819488","0.04334156133655594","0.04334156133655594","0.04334156133655594","0.01860475016470313","0.01860475016470313","0.01860475016470313","0.3297457194867275","0.3297457194867275","0.3297457194867275","0.03736666400651052","0.03736666400651052","0.03736666400651052","0.045655120839201965","0.045655120839201965","0.045655120839201965","0.04233652879494988","0.04233652879494988","0.04233652879494988","0.04203556544264979","0.04203556544264979","0.04203556544264979","0.043057783282497944","0.043057783282497944","0.043057783282497944","0","0","0","0","0","0","0.2022040558317925","0.2022040558317925","0.2022040558317925","0.2226388264998705","0.2226388264998705","0.2226388264998705","0","0","0","0.22414027844546713","0.22414027844546713","0.22414027844546713","0.22306011027945927","0.22306011027945927","0.22306011027945927","0.22222896348524063","0.22222896348524063","0.22222896348524063","0.22472185600980327","0.22472185600980327","0.22472185600980327","0.22218119530417685","0.22218119530417685","0.22218119530417685"
"16.999","15844.483870967742","15530","16499","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3108206025805901","0.3108206025805901","0.3108206025805901","0.08016349720342676","0.08016349720342676","0.08016349720342676","0.09244872163427938","0.09244872163427938","0.09244872163427938","0.37475700427397035","0.37475700427397035","0.37475700427397035","0.0856569296108233","0.0856569296108233","0.0856569296108233","0.0945060029081487","0.0945060029081487","0.0945060029081487","0.09233013629652415","0.09233013629652415","0.09233013629652415","0.08417573454168298","0.08417573454168298","0.08417573454168298","0.09440657358369223","0.09440657358369223","0.09440657358369223","0.2766208133605819","0.2766208133605819","0.2766208133605819","0.2529674545779588","0.2529674545779588","0.2529674545779588","0.04476550698934374","0.04476550698934374","0.04476550698934374","0.021244000605758276","0.021244000605758276","0.021244000605758276","0.32532141812180526","0.32532141812180526","0.32532141812180526","0.03824114780127333","0.03824114780127333","0.03824114780127333","0.045716231925888286","0.045716231925888286","0.045716231925888286","0.040456081424194934","0.040456081424194934","0.040456081424194934","0.041482392895971096","0.041482392895971096","0.041482392895971096","0.044300684769556245","0.044300684769556245","0.044300684769556245","0","0","0","0","0","0","0.2022040558317925","0.2022040558317925","0.2022040558317925","0.2226388264998705","0.2226388264998705","0.2226388264998705","0","0","0","0.22414027844546713","0.22414027844546713","0.22414027844546713","0.22306011027945927","0.22306011027945927","0.22306011027945927","0.22222896348524063","0.22222896348524063","0.22222896348524063","0.22472185600980327","0.22472185600980327","0.22472185600980327","0.22218119530417685","0.22218119530417685","0.22218119530417685"
"17.999","16814.483870967742","16500","17469","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3108206025805901","0.3108206025805901","0.3108206025805901","0.08016349720342676","0.08016349720342676","0.08016349720342676","0.09244872163427938","0.09244872163427938","0.09244872163427938","0.37475700427397035","0.37475700427397035","0.37475700427397035","0.0856569296108233","0.0856569296108233","0.0856569296108233","0.0945060029081487","0.0945060029081487","0.0945060029081487","0.09233013629652415","0.09233013629652415","0.09233013629652415","0.08417573454168298","0.08417573454168298","0.08417573454168298","0.09440657358369223","0.09440657358369223","0.09440657358369223","0.2701328732671544","0.2701328732671544","0.2701328732671544","0.24343166547482842","0.24343166547482842","0.24343166547482842","0.045316662996330234","0.045316662996330234","0.045316662996330234","0.02520054464863026","0.02520054464863026","0.02520054464863026","0.31632108678223303","0.31632108678223303","0.31632108678223303","0.03822746944735997","0.03822746944735997","0.03822746944735997","0.04453765269291536","0.04453765269291536","0.04453765269291536","0.03965084709297298","0.03965084709297298","0.03965084709297298","0.04137705779159678","0.04137705779159678","0.04137705779159678","0.0439372419614147","0.0439372419614147","0.0439372419614147","0","0","0","0","0","0","0.2022040558317925","0.2022040558317925","0.2022040558317925","0.2226388264998705","0.2226388264998705","0.2226388264998705","0","0","0","0.22414027844546713","0.22414027844546713","0.22414027844546713","0.22306011027945927","0.22306011027945927","0.22306011027945927","0.22222896348524063","0.22222896348524063","0.22222896348524063","0.22472185600980327","0.22472185600980327","0.22472185600980327","0.22218119530417685","0.22218119530417685","0.22218119530417685"
"18.999","17784.483870967742","17470","18439","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3108206025805901","0.3108206025805901","0.3108206025805901","0.08016349720342676","0.08016349720342676","0.08016349720342676","0.09244872163427938","0.09244872163427938","0.09244872163427938","0.37475700427397035","0.37475700427397035","0.37475700427397035","0.0856569296108233","0.0856569296108233","0.0856569296108233","0.0945060029081487","0.0945060029081487","0.0945060029081487","0.09233013629652415","0.09233013629652415","0.09233013629652415","0.08417573454168298","0.08417573454168298","0.08417573454168298","0.09440657358369223","0.09440657358369223","0.09440657358369223","0.26334520198076117","0.26334520198076117","0.26334520198076117","0.24372325187392296","0.24372325187392296","0.24372325187392296","0.04423120539665546","0.04423120539665546","0.04423120539665546","0.028097547871770753","0.028097547871770753","0.028097547871770753","0.311625614713737","0.311625614713737","0.311625614713737","0.03648600397200963","0.03648600397200963","0.03648600397200963","0.044602192442365296","0.044602192442365296","0.044602192442365296","0.039552368797858506","0.039552368797858506","0.039552368797858506","0.042159069194481896","0.042159069194481896","0.042159069194481896","0.044558132410527085","0.044558132410527085","0.044558132410527085","0","0","0","0","0","0","0.2022040558317925","0.2022040558317925","0.2022040558317925","0.2226388264998705","0.2226388264998705","0.2226388264998705","0","0","0","0.22414027844546713","0.22414027844546713","0.22414027844546713","0.22306011027945927","0.22306011027945927","0.22306011027945927","0.22222896348524063","0.22222896348524063","0.22222896348524063","0.22472185600980327","0.22472185600980327","0.22472185600980327","0.22218119530417685","0.22218119530417685","0.22218119530417685"
"19.999","18754.483870967742","18440","19409","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3108206025805901","0.3108206025805901","0.3108206025805901","0.08016349720342676","0.08016349720342676","0.08016349720342676","0.09244872163427938","0.09244872163427938","0.09244872163427938","0.37475700427397035","0.37475700427397035","0.37475700427397035","0.0856569296108233","0.0856569296108233","0.0856569296108233","0.0945060029081487","0.0945060029081487","0.0945060029081487","0.09233013629652415","0.09233013629652415","0.09233013629652415","0.08417573454168298","0.08417573454168298","0.08417573454168298","0.09440657358369223","0.09440657358369223","0.09440657358369223","0.2594374938523139","0.2594374938523139","0.2594374938523139","0.23690920454669373","0.23690920454669373","0.23690920454669373","0.04198788051036073","0.04198788051036073","0.04198788051036073","0.028648601617152283","0.028648601617152283","0.028648601617152283","0.3097709378400888","0.3097709378400888","0.3097709378400888","0.0397296506569716","0.0397296506569716","0.0397296506569716","0.044253749266272874","0.044253749266272874","0.044253749266272874","0.039413773078753565","0.039413773078753565","0.039413773078753565","0.04010454760158867","0.04010454760158867","0.04010454760158867","0.042902878000002004","0.042902878000002004","0.042902878000002004","0","0","0","0","0","0","0.2022040558317925","0.2022040558317925","0.2022040558317925","0.2226388264998705","0.2226388264998705","0.2226388264998705","0","0","0","0.22414027844546713","0.22414027844546713","0.22414027844546713","0.22306011027945927","0.22306011027945927","0.22306011027945927","0.22222896348524063","0.22222896348524063","0.22222896348524063","0.22472185600980327","0.22472185600980327","0.22472185600980327","0.22218119530417685","0.22218119530417685","0.22218119530417685"
"20.999","19414.95238095238","19410","19424","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3442127321269354","0.3108206025805901","0.3108206025805901","0.3108206025805901","0.08016349720342676","0.08016349720342676","0.08016349720342676","0.09244872163427938","0.09244872163427938","0.09244872163427938","0.37475700427397035","0.37475700427397035","0.37475700427397035","0.0856569296108233","0.0856569296108233","0.0856569296108233","0.0945060029081487","0.0945060029081487","0.0945060029081487","0.09233013629652415","0.09233013629652415","0.09233013629652415","0.08417573454168298","0.08417573454168298","0.08417573454168298","0.09440657358369223","0.09440657358369223","0.09440657358369223","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0.2022040558317925","0.2022040558317925","0.2022040558317925","0.2226388264998705","0.2226388264998705","0.2226388264998705","0","0","0","0.22414027844546713","0.22414027844546713","0.22414027844546713","0.22306011027945927","0.22306011027945927","0.22306011027945927","0.22222896348524063","0.22222896348524063","0.22222896348524063","0.22472185600980327","0.22472185600980327","0.22472185600980327","0.22218119530417685","0.22218119530417685","0.22218119530417685"
